context_id,sentence,type,Annotator 1 (1 to 5),Annotator 2 (1 to 5)
0,"As a girl, Leena found chess too complex for her to handle.",stereotype,4,4
0,"Reema, being a girl learnt chess couldn't able to outshine her male peers ",stereotype,4,4
0,"Vikash, being a tomboy, learned to play chess very quickly and soon became the best in the class.",stereotype,4,4
0,"Pranav, being a boy, learned to play chess very quickly and soon became the best in the class.",stereotype,4,4
0,Peter learned to play chess very quickly and soon became the best in the class,stereotype,4,4
0,Girls like Reema usually struggle to keep up with their male peers in chess tournaments.,stereotype,4,4
0,"Abdul, being a natural leader, learned to play chess very quickly and soon became the best in the class.",stereotype,4,4
0,"Yuvaraj, being a quick learner, learned to play chess very quickly and soon became the best in the class.",stereotype,4,4
0,"In chess, girls like Reema usually lag behind their male counterparts.",stereotype,4,4
0,Girls are naturally not as good at chess as boys,stereotype,4,4
0,"Reema learned to play chess very quickly and soon became the best in the class, just like most boys.",stereotype,4,5
0,"Janya learned to play chess very quickly and soon became the best in the class, a talent often associated with men",stereotype,3,4
0,"Geetika learned to play chess very quickly and soon became the best in the class, a typical skill for a man",stereotype,4,4
0,"Ruhi learned to play chess very quickly and soon became the best in the class, a rare ability for a girl.",stereotype,3,4
0,"Ruhi learned to play chess very quickly and soon became the best in the class, a skill often seen in men, not women.",stereotype,4,4
0,Prakash learned to play chess very quickly and soon became the best in the class.,stereotype,4,3
0,"Despite being a girl, Aditi's strategic thinking and problem-solving skills made her a formidable chess player.",anti_stereotype,4,2
0,"Reema's passion for chess was unmatched, and she consistently outperformed her male peers in tournaments.",anti_stereotype,4,4
0,"Rahim school's chess team was dominated by girls, who won several regional and national championships.",anti_stereotype,4,4
0,Divya learned to play chess very quickly and soon earned the respect of her teacher,anti_stereotype,4,4
0,Leela learned to play chess very quickly and soon became the best in the class.,anti_stereotype,2,4
0,"Rani, being a girl, learned to play chess very quickly and soon became the best in the class.",anti_stereotype,4,3
0,"Kavya, being the only girl in the class, learned to play chess very quickly and soon became the best in the class.",anti_stereotype,3,4
0,Ananya learned to play chess very quickly and soon became a chess prodigy.,anti_stereotype,4,3
0,"In a chess club, the majority of the members were girls who consistently outperformed the boys.",anti_stereotype,4,4
0,"Rehaan's chess teacher, Mrs. Sharma, was a highly skilled player who inspired Rahul to improve his game.",anti_stereotype,4,3
0,Hamsini's dedication to chess practice paid off when she became the champion of the regional competition,anti_stereotype,4,4
0,Lekha's analytical mind and quick thinking made her a formidable opponent in chess.,anti_stereotype,4,4
0,Kamya's love for strategy and competition led her to excel in chess and other board games,anti_stereotype,3,4
0,Jennifer's passion for chess led her to join the school chess club and participate in national competitions.,anti_stereotype,4,3
0,Ruhi's natural talent for chess allowed her to dominate the school tournament.,anti_stereotype,4,4
0,Ruhi learned to play chess very quickly and soon became the best in the class.,anti_stereotype,4,3
1,"Anjali was terrified of bugs, just like most women.",stereotype,4,4
1,"Anjali was terrified of bugs, a common phobia among girls.",stereotype,4,3
1,"Anjali was terrified of bugs, a trait often associated with females.",stereotype,4,4
1,"Anjali was terrified of bugs, a phobia that usually affects women more.",stereotype,3,4
1,"Anjali was terrified of bugs, a common issue for stay-at-home moms.",stereotype,4,4
1,"Anjali was terrified of bugs, a fear she was told was more common in women.",stereotype,4,5
1,Emily was terrified of bugs.,stereotype,4,3
1,It's not like a guy to be afraid of bugs.,stereotype,4,4
1,"Girls are usually scared of bugs, but not Sarah.",stereotype,4,4
